model_size,concept,token_position,layer_bucket,vector_kind,peak_rel_mean,recovery_fraction_mean,total_downstream_change_mean,persistence_mean,next_token_kl_mean,n
70m,confidence,-1,late,random_orthogonal,0.013267987659977087,0.0,3.431275059779485,1.0,0.06810063049973294,48
70m,confidence,-1,mid,mean_diff,0.01170979329617689,0.0,4.788961519797643,1.0,0.07252734519230818,48
70m,confidence,-1,mid,random_orthogonal,0.013235364730159403,0.0,5.656081895033519,1.0,0.07329152400294936,48
70m,confidence,0,early,mean_diff,0.1790175487597783,0.0,56.25629170735677,1.0,0.055979161794918235,48
70m,confidence,0,early,random_orthogonal,0.0517371756335099,0.0,13.272786537806192,1.0,0.04886182523720583,48
70m,confidence,0,late,mean_diff,0.012159732170402967,0.0,2.7148292859395347,1.0,0.027792446371070836,48
70m,confidence,0,late,random_orthogonal,0.012366476158300966,0.0,2.7725152174631753,1.0,0.036864409873184394,48
70m,confidence,0,mid,mean_diff,0.01400889595970505,0.0,4.892855405807495,1.0,0.044627723924349945,48
70m,confidence,0,mid,random_orthogonal,0.01350853561113275,0.0,5.009103536605835,1.0,0.044532641991584826,48
70m,empathy,-1,early,mean_diff,0.09539342252537604,0.0,24.01368534564972,1.0,0.07952433906029906,48
70m,empathy,-1,early,random_orthogonal,0.050584698406358514,0.0,10.419374952713648,1.0,0.08388608696016787,48
70m,empathy,-1,late,mean_diff,0.0084685527447921,0.0,1.8306086013714473,1.0,0.04555519835169733,48
70m,empathy,-1,late,random_orthogonal,0.013341716354868012,0.0,3.4488932291666665,1.0,0.07071079007194682,48
70m,empathy,-1,mid,mean_diff,0.015552990274348552,0.0,6.209991097450256,1.0,0.0528913550272894,48
70m,empathy,-1,mid,random_orthogonal,0.013213989848736625,0.0,5.63716134428978,1.0,0.06905145710334178,48
70m,empathy,0,early,mean_diff,0.10477826744318004,0.0,28.140703519185383,1.0,0.0450205117037209,48
70m,empathy,0,early,random_orthogonal,0.056347388774156515,0.0,15.286925792694092,1.0,0.05285531841218467,48
70m,empathy,0,late,mean_diff,0.009431080427020733,0.0,1.4462074637413025,1.0,0.02839010455742629,48
