model_size,concept,token_position,layer_bucket,vector_kind,peak_rel_mean,recovery_fraction_mean,total_downstream_change_mean,persistence_mean,next_token_kl_mean,n
410m,confidence,0,early,linear_probe,0.03673094155965368,0.0,16.244075685739517,1.0,0.00032459999740689884,320
410m,confidence,0,early,mean_diff,0.03585249366005878,0.0,15.692681163549423,1.0,0.00032863313924731046,320
410m,confidence,0,early,random_orthogonal,0.040021283610258196,0.0,19.355986207723618,1.0,0.00031878154497912256,320
410m,confidence,0,late,linear_probe,0.04082710290094832,0.0,4.230998113751411,1.0,0.00011733026977933759,320
410m,confidence,0,late,mean_diff,0.04063715116353701,0.0,4.201633170247078,1.0,0.00011428393233357124,320
410m,confidence,0,late,random_orthogonal,0.042346029833424795,0.0,4.372408680617809,1.0,0.00012098536072355779,320
410m,confidence,0,mid,linear_probe,0.04649027693085368,0.0,10.956654846668243,1.0,0.0002877319963317352,160
410m,confidence,0,mid,mean_diff,0.04613436991348857,0.0,10.976560324430466,1.0,0.0002699290683267035,160
410m,confidence,0,mid,random_orthogonal,0.04388478351756926,0.0,10.566019505262375,1.0,0.0002661102821547905,160
410m,empathy,-1,early,linear_probe,0.041011310176691,0.003410490274983488,8.31792793571949,0.9965895097250165,0.0002102594006032249,320
410m,empathy,-1,early,mean_diff,0.04002402721671383,0.013732845879546148,7.5517515137791635,0.9862671541204537,0.00019711487283299262,320
410m,empathy,-1,early,random_orthogonal,0.043847742414800404,0.000444602624456995,9.02327519506216,0.9995553973755429,0.00024763266894747447,320
410m,empathy,-1,late,linear_probe,0.022224440105492203,0.0,3.973443415760994,1.0,0.0005708418004359788,320
410m,empathy,-1,late,mean_diff,0.0212528400617884,0.0,4.054200145974756,1.0,0.0005754526585632858,320
410m,empathy,-1,late,random_orthogonal,0.01874196887074499,0.0,3.5253598034381866,1.0,0.00036640136656837513,320
410m,empathy,-1,mid,linear_probe,0.04011419049929823,0.0,9.264793199300765,1.0,0.0006567174809787912,160
410m,empathy,-1,mid,mean_diff,0.040720004471950184,0.0,9.536936983466148,1.0,0.0008435826192907811,160
410m,empathy,-1,mid,random_orthogonal,0.03897879078285764,0.0,8.312158113718032,1.0,0.0005297985469496254,160
410m,empathy,0,early,linear_probe,0.041870678425766486,0.0,31.740767270326614,1.0,0.00031491355346128846,320
410m,empathy,0,early,mean_diff,0.03852918464690442,0.0,29.808384478092194,1.0,0.0003284955498429084,320
410m,empathy,0,early,random_orthogonal,0.03899692511185999,0.0,18.697997957468033,1.0,0.000306685706709638,320
410m,empathy,0,late,linear_probe,0.04291938524693245,0.0,4.371942657977343,1.0,0.00011332816272611516,320
410m,empathy,0,late,mean_diff,0.040648480760864865,0.0,4.191984757781029,1.0,0.00011041809429739454,320
410m,empathy,0,late,random_orthogonal,0.04247248795581977,0.0,4.364976637065411,1.0,0.0001188031363767333,320
410m,empathy,0,mid,linear_probe,0.04302170104347165,0.0,10.20367980003357,1.0,0.00026191323545385586,160
410m,empathy,0,mid,mean_diff,0.042715312447398845,0.0,10.240782409906387,1.0,0.00025905418674478136,160
410m,empathy,0,mid,random_orthogonal,0.04492967866826799,0.0,10.734997540712357,1.0,0.0002787821430956212,160
410m,politeness,-1,early,linear_probe,0.04056965578929517,0.0,9.322028917074203,1.0,0.00045240486431334887,320
410m,politeness,-1,early,mean_diff,0.04118097969330843,0.0,9.311361022293568,1.0,0.0004452972144462808,320
410m,politeness,-1,early,random_orthogonal,0.043844712409190786,0.0014013767938843163,9.01242353618145,0.9985986232061157,0.00025102762607498425,320
410m,politeness,-1,late,linear_probe,0.02075450507691125,0.0,3.9114264395087956,1.0,0.0006167999055377972,320
410m,politeness,-1,late,mean_diff,0.020423008885700207,0.0,3.8996885042637586,1.0,0.0006028522178894,320
410m,politeness,-1,late,random_orthogonal,0.018750085993087803,0.0,3.5404598139226438,1.0,0.00037209920246818553,320
410m,politeness,-1,mid,linear_probe,0.039699354488402554,0.0,9.002498531341553,1.0,0.0006323739913568244,160
410m,politeness,-1,mid,mean_diff,0.04020828916691239,0.0,8.718234354257584,1.0,0.0006657253808043094,160
410m,politeness,-1,mid,random_orthogonal,0.03894306232687081,0.0,8.296240255236626,1.0,0.0005361412760066221,160
410m,politeness,0,early,linear_probe,0.04092881374526765,0.0,21.2532956302166,1.0,0.00032461220355339197,320
410m,politeness,0,early,mean_diff,0.03978576086228709,0.0,21.343292385339737,1.0,0.0003199955501940595,320
410m,politeness,0,early,random_orthogonal,0.039528841676656115,0.0,19.091396629810333,1.0,0.00031108903792751135,320
410m,politeness,0,late,linear_probe,0.043007293599657666,0.0,4.475577112287283,1.0,0.0001171231042434114,320
410m,politeness,0,late,mean_diff,0.043859671743120957,0.0,4.6450828574597836,1.0,0.00011414411138728526,320
410m,politeness,0,late,random_orthogonal,0.042132429778575856,0.0,4.343434993177652,1.0,0.00011753206798059839,320
410m,politeness,0,mid,linear_probe,0.04281278618145729,0.0,10.2467802464962,1.0,0.0002647421631990674,160
410m,politeness,0,mid,mean_diff,0.043882043682970065,0.0,10.34318932890892,1.0,0.0002278260321872452,160
410m,politeness,0,mid,random_orthogonal,0.0434610279044136,0.0,10.493045330047607,1.0,0.00027244551356484344,160
70m,confidence,-1,early,linear_probe,0.014553965011145897,0.0,2.9463883310556414,0.5,0.026688590802950763,320
70m,confidence,-1,early,mean_diff,0.01321686181472612,0.0,2.612817894667387,0.5,0.023493555939785412,320
70m,confidence,-1,early,random_orthogonal,0.43453486619400794,0.321902366884508,188.29722850620746,0.678097633115492,0.3268480223923688,320
70m,confidence,-1,late,linear_probe,0.010189816137426484,0.0,2.628915476799011,1.0,0.05314326582592908,160
70m,confidence,-1,late,mean_diff,0.009698710034717756,0.0,2.5105014100670813,1.0,0.04806857483927156,160
70m,confidence,-1,late,random_orthogonal,0.010033993981778577,0.0,2.593993079662323,1.0,0.05500878301390908,160
70m,confidence,-1,mid,linear_probe,0.009790047432761594,0.0,3.9159429490566255,1.0,0.06156983312394,160
70m,confidence,-1,mid,mean_diff,0.008950240557896857,0.0,3.771018794178963,1.0,0.05573517429584167,160
70m,confidence,-1,mid,random_orthogonal,0.010014243336627208,0.0,4.208299785852432,1.0,0.05848868668545033,160
70m,confidence,0,early,linear_probe,0.06558559578843412,0.0,21.185007750988007,0.5,0.02490026273371766,320
70m,confidence,0,early,mean_diff,0.05948120611719785,0.0,19.371686339378357,0.5,0.024286592115822687,320
70m,confidence,0,early,random_orthogonal,0.3354272824362851,0.0,42.92122931778431,1.0,0.06025528477330222,320
70m,confidence,0,late,linear_probe,0.009329110413091205,0.0,2.058141626417637,1.0,0.02327851002773964,160
70m,confidence,0,late,mean_diff,0.009026218060171174,0.0,1.9771887511014938,1.0,0.022409658826654726,160
70m,confidence,0,late,random_orthogonal,0.009314124734373718,0.0,2.0641585513949394,1.0,0.01945168296515471,160
70m,confidence,0,mid,linear_probe,0.007884290011133962,0.0,3.010151594877243,1.0,0.03796365270391102,160
70m,confidence,0,mid,mean_diff,0.010356091661378694,0.0,3.6457953676581383,1.0,0.04078729458269659,160
70m,confidence,0,mid,random_orthogonal,0.009843677078606512,0.0,3.633238211274147,1.0,0.03409624771738885,160
70m,empathy,-1,early,linear_probe,0.04435567324981091,0.0,10.869207113981247,0.5,0.04002549488213843,320
70m,empathy,-1,early,mean_diff,0.034658392064738995,0.0,9.04047666490078,0.5,0.03812428299715973,320
70m,empathy,-1,early,random_orthogonal,0.4339468592719641,0.321902366884508,188.0660635344684,0.678097633115492,0.3273947123554535,320
70m,empathy,-1,late,linear_probe,0.010267190201557187,0.0,2.643740298599005,1.0,0.07046551480889315,160
70m,empathy,-1,late,mean_diff,0.006466976793308231,0.0,1.3930706802755595,1.0,0.032435307196283195,160
70m,empathy,-1,late,random_orthogonal,0.010022846030187741,0.0,2.5908482544124127,1.0,0.056587791285710363,160
70m,empathy,-1,mid,linear_probe,0.008887446680455418,0.0,4.099221117794514,1.0,0.06229326408938499,160
70m,empathy,-1,mid,mean_diff,0.011828025412978557,0.0,4.735130430758,1.0,0.04334474790666713,160
70m,empathy,-1,mid,random_orthogonal,0.009959046676522075,0.0,4.151305624842644,1.0,0.05842456996615506,160
70m,empathy,0,early,linear_probe,0.03937645955011246,0.0,10.051230102777481,0.5,0.020383654495526544,320
70m,empathy,0,early,mean_diff,0.03803776297718285,0.0,10.616236239671707,0.5,0.020183211589028336,320
70m,empathy,0,early,random_orthogonal,0.33747788326581935,0.0,43.82191859185696,1.0,0.06058590848260788,320
70m,empathy,0,late,linear_probe,0.00926856225123625,0.0,2.1107756942510605,1.0,0.020907832722150445,160
70m,empathy,0,late,mean_diff,0.007229099544929288,0.0,1.102453701198101,1.0,0.014868649889831382,160
70m,empathy,0,late,random_orthogonal,0.009302679711254268,0.0,2.060655653476715,1.0,0.01870317261200393,160
70m,empathy,0,mid,linear_probe,0.011460979236289814,0.0,4.075599446892738,1.0,0.03155307791021182,160
70m,empathy,0,mid,mean_diff,0.023236691311467394,0.0,6.98858842253685,1.0,0.03424455292624766,160
70m,empathy,0,mid,random_orthogonal,0.009540817816741713,0.0,3.5494125485420227,1.0,0.03342990965029453,160
70m,politeness,-1,early,linear_probe,0.012499738964834226,0.0,2.2403744876384737,0.5,0.021086260469019156,320
70m,politeness,-1,early,mean_diff,0.011646898800972827,0.0,1.8836960673332215,0.5,0.020879582526686112,320
70m,politeness,-1,early,random_orthogonal,0.43502947854576635,0.321902366884508,188.3829085946083,0.678097633115492,0.3275935212703188,320
70m,politeness,-1,late,linear_probe,0.010327405558200503,0.0,2.6682102128863336,1.0,0.056788336206227495,160
70m,politeness,-1,late,mean_diff,0.01049047921260348,0.0,2.7013060718774797,1.0,0.060643365563009824,160
70m,politeness,-1,late,random_orthogonal,0.010013649408938311,0.0,2.5892120838165282,1.0,0.05709069719014219,160
70m,politeness,-1,mid,linear_probe,0.009640751703409427,0.0,4.197739091515541,1.0,0.05921622412279244,160
70m,politeness,-1,mid,mean_diff,0.008266715263016474,0.0,3.3746868833899497,1.0,0.05144856468104986,160
70m,politeness,-1,mid,random_orthogonal,0.009915485273813779,0.0,4.169720415771008,1.0,0.05928722705284595,160
70m,politeness,0,early,linear_probe,0.060097256675362566,0.0,13.623180508613586,0.5,0.02265787147625813,320
70m,politeness,0,early,mean_diff,0.04500680055934934,0.0,9.109847843647003,0.5,0.02068312642586532,320
70m,politeness,0,early,random_orthogonal,0.33975703403120855,0.0,44.48251148313284,1.0,0.06028984688382475,320
70m,politeness,0,late,linear_probe,0.009599946788512111,0.0,2.10492642223835,1.0,0.016301180508162313,160
70m,politeness,0,late,mean_diff,0.009501241525867912,0.0,2.1082416623830795,1.0,0.016697281377855634,160
70m,politeness,0,late,random_orthogonal,0.009311097965110038,0.0,2.0637640580534935,1.0,0.019899987036478654,160
70m,politeness,0,mid,linear_probe,0.01119824708439405,0.0,3.780445322394371,1.0,0.03639791412715563,160
70m,politeness,0,mid,mean_diff,0.008438606397248763,0.0,3.2026613503694534,1.0,0.029175849659077307,160
70m,politeness,0,mid,random_orthogonal,0.009904291684506412,0.0,3.6406649202108383,1.0,0.035094860097160514,160
